,rank,title,artist,week,raw_rank,full_id,delta_rank,weeks_in_chart,best_pos
364,30,Ураган (feat. V $ X V PRiNCE),Guf & Murovei,04/09/20 - 10/09/20,55.286,,,,
365,31,А за окном дожди,JONY,04/09/20 - 10/09/20,55.857,,,,
366,32,Lovefool,twocolors,04/09/20 - 10/09/20,56.286,,,,
367,33,Не смогу,VERBEE & KARA KROSS,04/09/20 - 10/09/20,57.071000000000005,,,,
368,34,Плачу на техно,Cream Soda & Khleb,04/09/20 - 10/09/20,58.143,,,,
369,35,Нежность,Mary Gu,04/09/20 - 10/09/20,59.714,,,,
370,36,Океан,Mari Kraymbreri,04/09/20 - 10/09/20,60.143,,,,
371,37,Fly 2 (feat. NILETTO),Zivert,04/09/20 - 10/09/20,60.143,,,,
372,38,Минимум,Ямаджи & Фейджи,04/09/20 - 10/09/20,61.286,,,,
373,39,Комета,JONY,04/09/20 - 10/09/20,62.5,,,,
374,40,Французский поцелуй,Misha Marvin & Hanna,04/09/20 - 10/09/20,64.429,,,,
375,41,F..k That,Bastard!,04/09/20 - 10/09/20,64.714,,,,
376,42,ВЕЧЕРиНОЧКА,MONATIK & Вера Брежнева,04/09/20 - 10/09/20,65.071,,,,
377,43,В последний раз,Тима Белорусских,04/09/20 - 10/09/20,65.214,,,,
378,44,Девочка танцуй,Artik & Asti,04/09/20 - 10/09/20,65.286,,,,
379,45,Не пускайте танцевать (feat. Aslai),"Timran, Zell & Batrai",04/09/20 - 10/09/20,70.429,,,,
380,46,Ей нравится,Lesha Svik,04/09/20 - 10/09/20,70.571,,,,
381,47,Покинула чат,Klava Koka,04/09/20 - 10/09/20,70.643,,,,
382,48,Фаталити (feat. KAREENA),Elena Temnikova,04/09/20 - 10/09/20,70.714,,,,
383,49,ICE (feat. MORGENSHTERN),MORGENSHTERN,04/09/20 - 10/09/20,71.0,,,,
384,50,Utopia,Miyagi & Andy Panda,04/09/20 - 10/09/20,72.429,,,,
385,51,Ананасовый сироп,Natan & Ганвест,04/09/20 - 10/09/20,72.5,,,,
386,52,Boom Boom,LOBODA & PHARAOH,04/09/20 - 10/09/20,72.857,,,,
387,53,Все мимо,Artik & Asti,04/09/20 - 10/09/20,73.0,,,,
388,54,"ТЫ КРУЧЕ, ЧЕМ...",GAYAZOV$ BROTHER$,04/09/20 - 10/09/20,74.286,,,,
389,55,Прятки,HammAli & Navai,04/09/20 - 10/09/20,76.429,,,,
390,56,POPSTAR (feat. Drake),DJ Khaled,04/09/20 - 10/09/20,76.714,,,,
391,57,Втюрилась,dora,04/09/20 - 10/09/20,77.143,,,,
392,58,Yamakasi,Miyagi & Andy Panda,04/09/20 - 10/09/20,77.857,,,,
393,59,Любимка,NILETTO,04/09/20 - 10/09/20,79.357,,,,
394,60,Бумажный дом,Mot,04/09/20 - 10/09/20,79.571,,,,
395,61,Дерзко (feat. Kali),Truwer,04/09/20 - 10/09/20,79.714,,,,
396,62,Положение,Scriptonite,04/09/20 - 10/09/20,80.286,,,,
397,63,Забываю обещания,Andro,04/09/20 - 10/09/20,80.429,,,,
398,64,Тепло,Max Korzh,04/09/20 - 10/09/20,80.429,,,,
399,65,Девочка с картинки,Egor Kreed,04/09/20 - 10/09/20,81.0,,,,
400,66,ЯТЛ,Zivert,04/09/20 - 10/09/20,81.714,,,,
401,67,Небесные розы,JONY,04/09/20 - 10/09/20,82.64299999999999,,,,
402,68,Август,Intelligency,04/09/20 - 10/09/20,82.714,,,,
403,69,Было или нет?,ANIKV & SALUKI,04/09/20 - 10/09/20,82.714,,,,
404,70,Moskva lyubit...,Scriptonite,04/09/20 - 10/09/20,83.286,,,,
405,71,Mood (feat. iann dior),24kGoldn,04/09/20 - 10/09/20,83.714,,,,
406,72,Двигаться,Raim,04/09/20 - 10/09/20,85.64299999999999,,,,
407,73,A Million on My Soul (Remix) feat. Alexiane,Moses & EMR3YGUL,04/09/20 - 10/09/20,86.14299999999999,,,,
408,74,Kosandra,Miyagi & Andy Panda,04/09/20 - 10/09/20,86.929,,,,
409,75,Beverly Hills,Zivert,04/09/20 - 10/09/20,88.14299999999999,,,,
410,76,Положение,DIOR & Samo & ID,04/09/20 - 10/09/20,88.429,,,,
411,77,Dynamite,BTS,04/09/20 - 10/09/20,88.429,,,,
412,78,Грустный дэнс (feat. Артём Качер),Artik & Asti,04/09/20 - 10/09/20,88.571,,,,
413,79,BALENCIAGA,FILV,04/09/20 - 10/09/20,89.64299999999999,,,,
414,80,Credo,Zivert,04/09/20 - 10/09/20,89.786,,,,
415,81,I Got Love (feat. Рем Дигга),Miyagi & Эндшпиль,04/09/20 - 10/09/20,91.85700000000001,,,,
416,82,Life,Zivert,04/09/20 - 10/09/20,92.64299999999999,,,,
417,83,Midnight Sky,Miley Cyrus,04/09/20 - 10/09/20,93.14299999999999,,,,
418,84,911,Allj,04/09/20 - 10/09/20,93.85700000000001,,,,
419,85,Lonely,Max Barskih & Джаро,04/09/20 - 10/09/20,94.0,,,,
420,86,Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,04/09/20 - 10/09/20,95.429,,,,
421,87,Atlant,Miyagi & Andy Panda,04/09/20 - 10/09/20,95.429,,,,
422,88,Watermelon Sugar,Harry Styles,04/09/20 - 10/09/20,96.64299999999999,,,,
423,89,Таблетка,Джаро & Ханза & kavabanga Depo kolibri,04/09/20 - 10/09/20,97.35700000000001,,,,
424,90,Лютики,просто Лера,04/09/20 - 10/09/20,98.14299999999999,,,,
425,91,Дежавю,kizaru,04/09/20 - 10/09/20,98.85700000000001,,,,
426,92,Kings & Queens,Ava Max,04/09/20 - 10/09/20,99.214,,,,
427,93,Brooklyn (feat. TumaniYO),Miyagi & Andy Panda,04/09/20 - 10/09/20,99.286,,,,
428,94,Луна не знает пути,Тайпан & Agunda,04/09/20 - 10/09/20,99.5,,,,
429,95,Камин (feat. JONY),EMIN,04/09/20 - 10/09/20,99.714,,,,
430,96,Забил,ATL,04/09/20 - 10/09/20,102.214,,,,
431,97,Зелёные волны,Zivert,04/09/20 - 10/09/20,103.14299999999999,,,,
432,98,Tantra,Miyagi & Andy Panda,04/09/20 - 10/09/20,103.571,,,,
433,99,МАЛЬЧИК,ФОГЕЛЬ,04/09/20 - 10/09/20,103.85700000000001,,,,
434,100,Ice Cream,BLACKPINK & Selena Gomez,04/09/20 - 10/09/20,104.714,,,,
435,101,3-е сентября,Mikhail Shufutinskiy,04/09/20 - 10/09/20,105.0,,,,
436,102,Краски,FEDUK,04/09/20 - 10/09/20,107.714,,,,
437,103,По щекам слёзы,КУЧЕР & JANAGA,04/09/20 - 10/09/20,109.0,,,,
438,104,Dance Monkey,Tones And I,04/09/20 - 10/09/20,115.714,,,,
439,105,Окей,Тима Белорусских,04/09/20 - 10/09/20,123.14299999999999,,,,
440,106,2X20 (feat. SALUKI),OSA,04/09/20 - 10/09/20,136.0,,,,
0,1,Lollipop,Allj & MORGENSHTERN,04/09/20 - 10/09/20,31.285999999999998,,12,4,1
1,1,Lollipop,Allj & MORGENSHTERN,04/09/20 - 10/09/20,31.285999999999998,,12,4,1
2,2,неболей,Basta & Zivert,04/09/20 - 10/09/20,31.929000000000002,,-1,4,1
3,2,неболей,Basta & Zivert,04/09/20 - 10/09/20,31.929000000000002,,-1,4,1
4,3,Сияй,Ramil',04/09/20 - 10/09/20,32.857,,-1,4,2
5,3,Сияй,Ramil',04/09/20 - 10/09/20,32.857,,-1,4,2
6,4,Coco L'Eau,Egor Kreed & The Limba,04/09/20 - 10/09/20,33.429,,14,4,4
7,4,Coco L'Eau,Egor Kreed & The Limba,04/09/20 - 10/09/20,33.429,,14,4,4
8,5,Юность,Dabro,04/09/20 - 10/09/20,33.929,,-2,4,3
9,5,Юность,Dabro,04/09/20 - 10/09/20,33.929,,-2,4,3
10,6,Lollipop,Gafur & JONY,04/09/20 - 10/09/20,36.0,,-2,4,4
11,6,Lollipop,Gafur & JONY,04/09/20 - 10/09/20,36.0,,-2,4,4
12,7,БЕГИ (feat. Poët),DJ Smash,04/09/20 - 10/09/20,38.0,,-2,4,5
13,7,БЕГИ (feat. Poët),DJ Smash,04/09/20 - 10/09/20,38.0,,-2,4,5
14,8,Cadillac,MORGENSHTERN & Allj,04/09/20 - 10/09/20,38.357,,-2,4,5
15,8,Cadillac,MORGENSHTERN & Allj,04/09/20 - 10/09/20,38.357,,-2,4,5
16,9,Если тебе будет грустно,Rauf & Faik & NILETTO,04/09/20 - 10/09/20,39.714,,15,4,9
17,9,Если тебе будет грустно,Rauf & Faik & NILETTO,04/09/20 - 10/09/20,39.714,,15,4,9
18,10,Minor,Miyagi & Andy Panda,04/09/20 - 10/09/20,40.071,,-2,4,6
19,10,Minor,Miyagi & Andy Panda,04/09/20 - 10/09/20,40.071,,-2,4,6
20,11,X.O,The Limba & Andro,04/09/20 - 10/09/20,40.214,,-2,4,7
21,11,X.O,The Limba & Andro,04/09/20 - 10/09/20,40.214,,-2,4,7
22,12,Ты пари,JONY,04/09/20 - 10/09/20,40.286,,-5,4,7
23,12,Ты пари,JONY,04/09/20 - 10/09/20,40.286,,-5,4,7
24,13,Поболело и прошло,HENSY,04/09/20 - 10/09/20,41.214,,-3,4,8
25,13,Поболело и прошло,HENSY,04/09/20 - 10/09/20,41.214,,-3,4,8
26,14,Краш,Klava Koka & NILETTO,04/09/20 - 10/09/20,41.714,,-2,4,9
27,14,Краш,Klava Koka & NILETTO,04/09/20 - 10/09/20,41.714,,-2,4,9
28,15,Твой поцелуй,Асия & NЮ,04/09/20 - 10/09/20,42.071000000000005,,-4,4,10
29,15,Твой поцелуй,Асия & NЮ,04/09/20 - 10/09/20,42.071000000000005,,-4,4,10
30,16,ERRDAY,Big Baby Tape,04/09/20 - 10/09/20,42.428999999999995,,9,4,16
31,16,ERRDAY,Big Baby Tape,04/09/20 - 10/09/20,42.428999999999995,,9,4,16
32,17,Мир сошёл с ума,JONY,04/09/20 - 10/09/20,43.714,,-3,4,14
33,17,Мир сошёл с ума,JONY,04/09/20 - 10/09/20,43.714,,-3,4,14
34,18,А если это любовь?,HammAli & Navai,04/09/20 - 10/09/20,44.071000000000005,,-3,4,11
35,18,А если это любовь?,HammAli & Navai,04/09/20 - 10/09/20,44.071000000000005,,-3,4,11
36,19,WAP (feat. Megan Thee Stallion),Cardi B,04/09/20 - 10/09/20,44.714,,-3,4,16
37,19,WAP (feat. Megan Thee Stallion),Cardi B,04/09/20 - 10/09/20,44.714,,-3,4,16
38,20,Fendi,Rakhim,04/09/20 - 10/09/20,45.928999999999995,,-3,4,15
39,20,Fendi,Rakhim,04/09/20 - 10/09/20,45.928999999999995,,-3,4,15
40,21,Вали,Канги,04/09/20 - 10/09/20,48.571000000000005,,-2,4,18
41,21,Вали,Канги,04/09/20 - 10/09/20,48.571000000000005,,-2,4,18
42,22,"Я, ТЫ и МОРЕ",GAYAZOV$ BROTHER$,04/09/20 - 10/09/20,49.857,,-2,4,16
43,22,"Я, ТЫ и МОРЕ",GAYAZOV$ BROTHER$,04/09/20 - 10/09/20,49.857,,-2,4,16
44,23,Лето на ветер,Guf & Kravz,04/09/20 - 10/09/20,50.143,,13,4,23
45,23,Лето на ветер,Guf & Kravz,04/09/20 - 10/09/20,50.143,,13,4,23
46,24,Ты беспощадна,JONY,04/09/20 - 10/09/20,50.428999999999995,,-3,4,20
47,24,Ты беспощадна,JONY,04/09/20 - 10/09/20,50.428999999999995,,-3,4,20
48,25,Там ревели горы,Miyagi & Andy Panda,04/09/20 - 10/09/20,51.857,,-2,4,21
49,25,Там ревели горы,Miyagi & Andy Panda,04/09/20 - 10/09/20,51.857,,-2,4,21
50,26,На своём вайбе (feat. Гуф),Jah Khalib,04/09/20 - 10/09/20,52.714,,-4,4,22
51,26,На своём вайбе (feat. Гуф),Jah Khalib,04/09/20 - 10/09/20,52.714,,-4,4,22
52,27,Меня не будет (feat. SALUKI),ANIKV,04/09/20 - 10/09/20,54.428999999999995,,0,4,27
53,27,Меня не будет (feat. SALUKI),ANIKV,04/09/20 - 10/09/20,54.428999999999995,,0,4,27
54,28,А уже фсё,Mitchel,04/09/20 - 10/09/20,54.571000000000005,,-2,4,26
55,28,А уже фсё,Mitchel,04/09/20 - 10/09/20,54.571000000000005,,-2,4,26
56,29,Blinding Lights,The Weeknd,04/09/20 - 10/09/20,54.857,,-1,4,22
57,29,Blinding Lights,The Weeknd,04/09/20 - 10/09/20,54.857,,-1,4,22
58,30,Ураган (feat. V $ X V PRiNCE),Guf & Murovei,04/09/20 - 10/09/20,55.286,,0,4,30
59,30,Ураган (feat. V $ X V PRiNCE),Guf & Murovei,04/09/20 - 10/09/20,55.286,,0,4,30
60,31,А за окном дожди,JONY,04/09/20 - 10/09/20,55.857,,-2,4,29
61,31,А за окном дожди,JONY,04/09/20 - 10/09/20,55.857,,-2,4,29
62,32,Lovefool,twocolors,04/09/20 - 10/09/20,56.286,,-1,4,24
63,32,Lovefool,twocolors,04/09/20 - 10/09/20,56.286,,-1,4,24
64,33,Не смогу,VERBEE & KARA KROSS,04/09/20 - 10/09/20,57.071000000000005,,-1,4,27
65,33,Не смогу,VERBEE & KARA KROSS,04/09/20 - 10/09/20,57.071000000000005,,-1,4,27
66,34,Плачу на техно,Cream Soda & Khleb,04/09/20 - 10/09/20,58.143,,-1,4,25
67,34,Плачу на техно,Cream Soda & Khleb,04/09/20 - 10/09/20,58.143,,-1,4,25
68,35,Нежность,Mary Gu,04/09/20 - 10/09/20,59.714,,-1,4,34
69,35,Нежность,Mary Gu,04/09/20 - 10/09/20,59.714,,-1,4,34
70,36,Океан,Mari Kraymbreri,04/09/20 - 10/09/20,60.143,,1,4,32
71,36,Океан,Mari Kraymbreri,04/09/20 - 10/09/20,60.143,,1,4,32
72,37,Fly 2 (feat. NILETTO),Zivert,04/09/20 - 10/09/20,60.143,,-2,4,35
73,37,Fly 2 (feat. NILETTO),Zivert,04/09/20 - 10/09/20,60.143,,-2,4,35
74,38,Минимум,Ямаджи & Фейджи,04/09/20 - 10/09/20,61.286,,0,4,38
75,38,Минимум,Ямаджи & Фейджи,04/09/20 - 10/09/20,61.286,,0,4,38
76,39,Комета,JONY,04/09/20 - 10/09/20,62.5,,0,4,36
77,39,Комета,JONY,04/09/20 - 10/09/20,62.5,,0,4,36
78,40,Французский поцелуй,Misha Marvin & Hanna,04/09/20 - 10/09/20,64.429,,2,4,35
79,40,Французский поцелуй,Misha Marvin & Hanna,04/09/20 - 10/09/20,64.429,,2,4,35
80,41,F..k That,Bastard!,04/09/20 - 10/09/20,64.714,,3,4,41
81,41,F..k That,Bastard!,04/09/20 - 10/09/20,64.714,,3,4,41
82,42,ВЕЧЕРиНОЧКА,MONATIK & Вера Брежнева,04/09/20 - 10/09/20,65.071,,-2,4,40
83,42,ВЕЧЕРиНОЧКА,MONATIK & Вера Брежнева,04/09/20 - 10/09/20,65.071,,-2,4,40
84,43,В последний раз,Тима Белорусских,04/09/20 - 10/09/20,65.214,,-2,4,39
85,43,В последний раз,Тима Белорусских,04/09/20 - 10/09/20,65.214,,-2,4,39
86,44,Девочка танцуй,Artik & Asti,04/09/20 - 10/09/20,65.286,,-1,4,43
87,44,Девочка танцуй,Artik & Asti,04/09/20 - 10/09/20,65.286,,-1,4,43
88,45,Не пускайте танцевать (feat. Aslai),"Timran, Zell & Batrai",04/09/20 - 10/09/20,70.429,,4,4,45
89,45,Не пускайте танцевать (feat. Aslai),"Timran, Zell & Batrai",04/09/20 - 10/09/20,70.429,,4,4,45
90,46,Ей нравится,Lesha Svik,04/09/20 - 10/09/20,70.571,,0,4,46
91,46,Ей нравится,Lesha Svik,04/09/20 - 10/09/20,70.571,,0,4,46
92,47,Покинула чат,Klava Koka,04/09/20 - 10/09/20,70.643,,0,4,42
93,47,Покинула чат,Klava Koka,04/09/20 - 10/09/20,70.643,,0,4,42
94,48,Фаталити (feat. KAREENA),Elena Temnikova,04/09/20 - 10/09/20,70.714,,12,4,48
95,48,Фаталити (feat. KAREENA),Elena Temnikova,04/09/20 - 10/09/20,70.714,,12,4,48
96,49,ICE (feat. MORGENSHTERN),MORGENSHTERN,04/09/20 - 10/09/20,71.0,,-4,4,45
97,49,ICE (feat. MORGENSHTERN),MORGENSHTERN,04/09/20 - 10/09/20,71.0,,-4,4,45
98,50,Utopia,Miyagi & Andy Panda,04/09/20 - 10/09/20,72.429,,-2,4,48
99,50,Utopia,Miyagi & Andy Panda,04/09/20 - 10/09/20,72.429,,-2,4,48
100,51,Ананасовый сироп,Natan & Ганвест,04/09/20 - 10/09/20,72.5,,0,4,44
101,51,Ананасовый сироп,Natan & Ганвест,04/09/20 - 10/09/20,72.5,,0,4,44
102,52,Boom Boom,LOBODA & PHARAOH,04/09/20 - 10/09/20,72.857,,-2,4,49
103,52,Boom Boom,LOBODA & PHARAOH,04/09/20 - 10/09/20,72.857,,-2,4,49
104,53,Все мимо,Artik & Asti,04/09/20 - 10/09/20,73.0,,2,4,53
105,53,Все мимо,Artik & Asti,04/09/20 - 10/09/20,73.0,,2,4,53
106,54,"ТЫ КРУЧЕ, ЧЕМ...",GAYAZOV$ BROTHER$,04/09/20 - 10/09/20,74.286,,15,4,54
107,54,"ТЫ КРУЧЕ, ЧЕМ...",GAYAZOV$ BROTHER$,04/09/20 - 10/09/20,74.286,,15,4,54
108,55,Прятки,HammAli & Navai,04/09/20 - 10/09/20,76.429,,-2,4,51
109,55,Прятки,HammAli & Navai,04/09/20 - 10/09/20,76.429,,-2,4,51
110,56,POPSTAR (feat. Drake),DJ Khaled,04/09/20 - 10/09/20,76.714,,26,4,56
111,56,POPSTAR (feat. Drake),DJ Khaled,04/09/20 - 10/09/20,76.714,,26,4,56
112,57,Втюрилась,dora,04/09/20 - 10/09/20,77.143,,10,4,57
113,57,Втюрилась,dora,04/09/20 - 10/09/20,77.143,,10,4,57
114,58,Yamakasi,Miyagi & Andy Panda,04/09/20 - 10/09/20,77.857,,-4,4,54
115,58,Yamakasi,Miyagi & Andy Panda,04/09/20 - 10/09/20,77.857,,-4,4,54
116,59,Любимка,NILETTO,04/09/20 - 10/09/20,79.357,,-1,4,54
117,59,Любимка,NILETTO,04/09/20 - 10/09/20,79.357,,-1,4,54
118,60,Бумажный дом,Mot,04/09/20 - 10/09/20,79.571,,-1,4,59
119,60,Бумажный дом,Mot,04/09/20 - 10/09/20,79.571,,-1,4,59
120,61,Дерзко (feat. Kali),Truwer,04/09/20 - 10/09/20,79.714,,2,4,61
121,61,Дерзко (feat. Kali),Truwer,04/09/20 - 10/09/20,79.714,,2,4,61
122,62,Положение,Scriptonite,04/09/20 - 10/09/20,80.286,,3,4,62
123,62,Положение,Scriptonite,04/09/20 - 10/09/20,80.286,,3,4,62
124,63,Забываю обещания,Andro,04/09/20 - 10/09/20,80.429,,-6,4,57
125,63,Забываю обещания,Andro,04/09/20 - 10/09/20,80.429,,-6,4,57
126,64,Тепло,Max Korzh,04/09/20 - 10/09/20,80.429,,-8,4,50
127,64,Тепло,Max Korzh,04/09/20 - 10/09/20,80.429,,-8,4,50
128,65,Девочка с картинки,Egor Kreed,04/09/20 - 10/09/20,81.0,,-3,4,62
129,65,Девочка с картинки,Egor Kreed,04/09/20 - 10/09/20,81.0,,-3,4,62
130,66,ЯТЛ,Zivert,04/09/20 - 10/09/20,81.714,,-2,4,57
131,66,ЯТЛ,Zivert,04/09/20 - 10/09/20,81.714,,-2,4,57
132,67,Небесные розы,JONY,04/09/20 - 10/09/20,82.64299999999999,,-6,4,58
133,67,Небесные розы,JONY,04/09/20 - 10/09/20,82.64299999999999,,-6,4,58
134,68,Август,Intelligency,04/09/20 - 10/09/20,82.714,,-2,4,66
135,68,Август,Intelligency,04/09/20 - 10/09/20,82.714,,-2,4,66
136,69,Было или нет?,ANIKV & SALUKI,04/09/20 - 10/09/20,82.714,,-17,4,52
137,69,Было или нет?,ANIKV & SALUKI,04/09/20 - 10/09/20,82.714,,-17,4,52
138,70,Moskva lyubit...,Scriptonite,04/09/20 - 10/09/20,83.286,,2,4,70
139,70,Moskva lyubit...,Scriptonite,04/09/20 - 10/09/20,83.286,,2,4,70
140,71,Mood (feat. iann dior),24kGoldn,04/09/20 - 10/09/20,83.714,,14,4,71
141,71,Mood (feat. iann dior),24kGoldn,04/09/20 - 10/09/20,83.714,,14,4,71
142,72,Двигаться,Raim,04/09/20 - 10/09/20,85.64299999999999,,-4,4,60
143,72,Двигаться,Raim,04/09/20 - 10/09/20,85.64299999999999,,-4,4,60
144,73,A Million on My Soul (Remix) feat. Alexiane,Moses & EMR3YGUL,04/09/20 - 10/09/20,86.14299999999999,,25,4,73
145,73,A Million on My Soul (Remix) feat. Alexiane,Moses & EMR3YGUL,04/09/20 - 10/09/20,86.14299999999999,,25,4,73
146,74,Kosandra,Miyagi & Andy Panda,04/09/20 - 10/09/20,86.929,,-3,4,69
147,74,Kosandra,Miyagi & Andy Panda,04/09/20 - 10/09/20,86.929,,-3,4,69
148,75,Beverly Hills,Zivert,04/09/20 - 10/09/20,88.14299999999999,,1,4,71
149,75,Beverly Hills,Zivert,04/09/20 - 10/09/20,88.14299999999999,,1,4,71
150,76,Положение,DIOR & Samo & ID,04/09/20 - 10/09/20,88.429,,-6,4,70
151,76,Положение,DIOR & Samo & ID,04/09/20 - 10/09/20,88.429,,-6,4,70
152,77,Dynamite,BTS,04/09/20 - 10/09/20,88.429,,20,4,77
153,77,Dynamite,BTS,04/09/20 - 10/09/20,88.429,,20,4,77
154,78,Грустный дэнс (feat. Артём Качер),Artik & Asti,04/09/20 - 10/09/20,88.571,,-4,4,74
155,78,Грустный дэнс (feat. Артём Качер),Artik & Asti,04/09/20 - 10/09/20,88.571,,-4,4,74
156,79,BALENCIAGA,FILV,04/09/20 - 10/09/20,89.64299999999999,,-6,4,72
157,79,BALENCIAGA,FILV,04/09/20 - 10/09/20,89.64299999999999,,-6,4,72
158,80,Credo,Zivert,04/09/20 - 10/09/20,89.786,,-3,4,74
159,80,Credo,Zivert,04/09/20 - 10/09/20,89.786,,-3,4,74
160,81,I Got Love (feat. Рем Дигга),Miyagi & Эндшпиль,04/09/20 - 10/09/20,91.85700000000001,,-2,4,79
161,81,I Got Love (feat. Рем Дигга),Miyagi & Эндшпиль,04/09/20 - 10/09/20,91.85700000000001,,-2,4,79
162,82,Life,Zivert,04/09/20 - 10/09/20,92.64299999999999,,-2,4,77
163,82,Life,Zivert,04/09/20 - 10/09/20,92.64299999999999,,-2,4,77
164,83,Midnight Sky,Miley Cyrus,04/09/20 - 10/09/20,93.14299999999999,,10,4,83
165,83,Midnight Sky,Miley Cyrus,04/09/20 - 10/09/20,93.14299999999999,,10,4,83
166,84,911,Allj,04/09/20 - 10/09/20,93.85700000000001,,12,4,84
167,84,911,Allj,04/09/20 - 10/09/20,93.85700000000001,,12,4,84
168,85,Lonely,Max Barskih & Джаро,04/09/20 - 10/09/20,94.0,,-10,4,75
169,85,Lonely,Max Barskih & Джаро,04/09/20 - 10/09/20,94.0,,-10,4,75
170,86,Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,04/09/20 - 10/09/20,95.429,,-3,4,80
171,86,Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,04/09/20 - 10/09/20,95.429,,-3,4,80
172,87,Atlant,Miyagi & Andy Panda,04/09/20 - 10/09/20,95.429,,-6,4,81
173,87,Atlant,Miyagi & Andy Panda,04/09/20 - 10/09/20,95.429,,-6,4,81
174,88,Watermelon Sugar,Harry Styles,04/09/20 - 10/09/20,96.64299999999999,,16,4,88
175,88,Watermelon Sugar,Harry Styles,04/09/20 - 10/09/20,96.64299999999999,,16,4,88
176,89,Таблетка,Джаро & Ханза & kavabanga Depo kolibri,04/09/20 - 10/09/20,97.35700000000001,,-5,4,81
177,89,Таблетка,Джаро & Ханза & kavabanga Depo kolibri,04/09/20 - 10/09/20,97.35700000000001,,-5,4,81
178,90,Лютики,просто Лера,04/09/20 - 10/09/20,98.14299999999999,,11,4,90
179,90,Лютики,просто Лера,04/09/20 - 10/09/20,98.14299999999999,,11,4,90
180,91,Дежавю,kizaru,04/09/20 - 10/09/20,98.85700000000001,,-3,4,88
181,91,Дежавю,kizaru,04/09/20 - 10/09/20,98.85700000000001,,-3,4,88
182,92,Kings & Queens,Ava Max,04/09/20 - 10/09/20,99.214,,-1,4,86
183,92,Kings & Queens,Ava Max,04/09/20 - 10/09/20,99.214,,-1,4,86
184,93,Brooklyn (feat. TumaniYO),Miyagi & Andy Panda,04/09/20 - 10/09/20,99.286,,-6,4,87
185,93,Brooklyn (feat. TumaniYO),Miyagi & Andy Panda,04/09/20 - 10/09/20,99.286,,-6,4,87
186,94,Луна не знает пути,Тайпан & Agunda,04/09/20 - 10/09/20,99.5,,-4,4,84
187,94,Луна не знает пути,Тайпан & Agunda,04/09/20 - 10/09/20,99.5,,-4,4,84
188,95,Камин (feat. JONY),EMIN,04/09/20 - 10/09/20,99.714,,-6,4,89
189,95,Камин (feat. JONY),EMIN,04/09/20 - 10/09/20,99.714,,-6,4,89
190,96,Забил,ATL,04/09/20 - 10/09/20,102.214,,-1,4,93
191,96,Забил,ATL,04/09/20 - 10/09/20,102.214,,-1,4,93
192,97,Зелёные волны,Zivert,04/09/20 - 10/09/20,103.14299999999999,,2,4,94
193,97,Зелёные волны,Zivert,04/09/20 - 10/09/20,103.14299999999999,,2,4,94
194,98,Tantra,Miyagi & Andy Panda,04/09/20 - 10/09/20,103.571,,-6,4,92
195,98,Tantra,Miyagi & Andy Panda,04/09/20 - 10/09/20,103.571,,-6,4,92
196,99,МАЛЬЧИК,ФОГЕЛЬ,04/09/20 - 10/09/20,103.85700000000001,,1,4,98
197,99,МАЛЬЧИК,ФОГЕЛЬ,04/09/20 - 10/09/20,103.85700000000001,,1,4,98
198,100,Ice Cream,BLACKPINK & Selena Gomez,04/09/20 - 10/09/20,104.714,,-14,4,85
199,100,Ice Cream,BLACKPINK & Selena Gomez,04/09/20 - 10/09/20,104.714,,-14,4,85
200,101,3-е сентября,Mikhail Shufutinskiy,04/09/20 - 10/09/20,105.0,,-23,4,63
201,101,3-е сентября,Mikhail Shufutinskiy,04/09/20 - 10/09/20,105.0,,-23,4,63
202,102,Краски,FEDUK,04/09/20 - 10/09/20,107.714,,5,3,102
203,102,Краски,FEDUK,04/09/20 - 10/09/20,107.714,,5,3,102
204,103,По щекам слёзы,КУЧЕР & JANAGA,04/09/20 - 10/09/20,109.0,,2,4,103
205,103,По щекам слёзы,КУЧЕР & JANAGA,04/09/20 - 10/09/20,109.0,,2,4,103
206,104,Dance Monkey,Tones And I,04/09/20 - 10/09/20,115.714,,-1,4,102
207,104,Dance Monkey,Tones And I,04/09/20 - 10/09/20,115.714,,-1,4,102
208,105,Окей,Тима Белорусских,04/09/20 - 10/09/20,123.14299999999999,,,1,105
209,106,2X20 (feat. SALUKI),OSA,04/09/20 - 10/09/20,136.0,,,1,106
