,rank,title,artist,week,raw_rank,full_id,delta_rank,weeks_in_chart,best_pos
59,60,Кукла колдуна,Король и Шут,02/09/20 - 08/09/20,78.5,,3,2,60
60,61,ICE,MORGENSHTERN,02/09/20 - 08/09/20,79.571,,0,2,61
61,62,Ну чё ты такой хороший?,Асия,02/09/20 - 08/09/20,80.5,,0,2,62
62,63,Психушка,Karna.val,02/09/20 - 08/09/20,80.714,,4,2,63
63,64,По кайфу,Олег Кензов,02/09/20 - 08/09/20,80.714,,2,2,64
64,65,BALENCIAGA,FILV,02/09/20 - 08/09/20,80.714,,0,2,65
65,66,Пряталась в ванной,Мари Краймбрери,02/09/20 - 08/09/20,81.429,,-2,2,64
66,67,A Million On My Soul (Remix),"Moses, EMR3YGUL, Alexiane",02/09/20 - 08/09/20,82.071,,5,2,67
67,68,#ПеретанцуйМеня,Артур Пирожков,02/09/20 - 08/09/20,83.786,,5,2,68
68,69,В последний раз,Тима Белорусских,02/09/20 - 08/09/20,83.85700000000001,,1,2,69
69,70,Сансара,"Баста, Скриптонит, Сергей Бобунец, Диана Арбенина, Ант, SunSay",02/09/20 - 08/09/20,84.64299999999999,,5,2,70
70,71,Dance Monkey,Tones And I,02/09/20 - 08/09/20,85.64299999999999,,3,2,71
71,72,Спой,Миша Марвин feat. Мот,02/09/20 - 08/09/20,86.85700000000001,,-3,2,69
72,73,Ураган,"GUF, Murovei, V $ X V PRiNCE",02/09/20 - 08/09/20,86.929,,3,2,73
73,74,Лето на ветер,"GUF, Кравц",02/09/20 - 08/09/20,87.429,,19,2,74
74,75,I Got Love,"Miyagi & Эндшпиль, Рем Дигга",02/09/20 - 08/09/20,89.0,,4,2,75
75,76,Kosandra,Miyagi & Andy Panda,02/09/20 - 08/09/20,89.0,,1,2,76
76,77,Положение,"Dior, Samo & ID",02/09/20 - 08/09/20,89.5,,-6,2,71
77,78,ВЕЧЕРиНОЧКА,"MONATIK, Вера Брежнева",02/09/20 - 08/09/20,89.571,,2,2,78
78,79,Золото,Супер Жорик,02/09/20 - 08/09/20,90.85700000000001,,3,2,79
79,80,Прыгну со скалы,Король и Шут,02/09/20 - 08/09/20,90.85700000000001,,7,2,80
80,81,Numb,Linkin Park,02/09/20 - 08/09/20,91.14299999999999,,3,2,81
81,82,3-е сентября,Михаил Шуфутинский,02/09/20 - 08/09/20,91.286,,-14,2,68
82,83,Кометы,polnalyubvi,02/09/20 - 08/09/20,91.929,,0,2,83
83,84,Под гипнозом,Artik & Asti,02/09/20 - 08/09/20,92.571,,4,2,84
84,85,"ТЫ КРУЧЕ, ЧЕМ...",GAYAZOV$ BROTHER$,02/09/20 - 08/09/20,92.714,,10,2,85
85,86,Лесник,Король и Шут,02/09/20 - 08/09/20,94.571,,6,2,86
86,87,Чувства,Artik & Asti,02/09/20 - 08/09/20,96.071,,3,2,87
87,88,ily,"Surf Mesa, Emilee",02/09/20 - 08/09/20,96.071,,3,2,88
88,89,Лига легенд,Noize MC,02/09/20 - 08/09/20,96.35700000000001,,-29,2,60
89,90,ERRDAY,Big Baby Tape,02/09/20 - 08/09/20,98.429,,8,2,90
90,91,Времена,Макс Корж,02/09/20 - 08/09/20,100.5,,-10,2,81
91,92,In The End (Mellen Gi Remix),"Tommee Profitt, Fleurie, Mellen Gi",02/09/20 - 08/09/20,102.714,,4,2,92
92,93,2 типа людей,Макс Корж,02/09/20 - 08/09/20,103.85700000000001,,4,2,93
93,94,Перемен,КИНО,02/09/20 - 08/09/20,107.64299999999999,,-16,2,78
94,95,Фаталити,"KAREENA, Елена Темникова",02/09/20 - 08/09/20,109.0,,12,2,95
95,96,Меня не будет,"ANIKV, SALUKI",02/09/20 - 08/09/20,109.071,,3,2,96
96,97,Втюрилась,дора,02/09/20 - 08/09/20,109.429,,11,2,97
97,98,Камин,"EMIN, JONY",02/09/20 - 08/09/20,109.64299999999999,,3,2,98
98,99,Девочка-война,HammAli & Navai,02/09/20 - 08/09/20,111.35700000000001,,-13,2,86
99,100,Позови меня с собой (Cover),TSOY,02/09/20 - 08/09/20,111.786,,-15,2,85
100,101,Femme Like U,"Monaldin, Emma Peters",02/09/20 - 08/09/20,113.571,,13,2,101
101,102,Give It Away,"Filatov & Karas, Deepest Blue",02/09/20 - 08/09/20,119.14299999999999,,-8,2,94
102,103,Мадам,"JONY, Andro",02/09/20 - 08/09/20,119.85700000000001,,6,2,103
103,104,Natalie Don't,RAYE,02/09/20 - 08/09/20,125.35700000000001,,15,2,104
104,105,БАУНТИ,"Зомб, Gidayyat, Gazan",02/09/20 - 08/09/20,125.714,,-3,2,102
105,106,Босая,#2Маши,02/09/20 - 08/09/20,126.85700000000001,,-2,2,104
106,107,Мир сошёл с ума,JONY,02/09/20 - 08/09/20,126.85700000000001,,13,2,107
107,108,Believer,Imagine Dragons,02/09/20 - 08/09/20,127.714,,-2,2,106
108,109,Небесные розы,JONY,02/09/20 - 08/09/20,132.571,,-9,2,100
109,110,Что такое осень,ДДТ,02/09/20 - 08/09/20,133.286,,0,2,110
110,111,ОСТАНОВИТЕ МУЗЫКУ,ФОГЕЛЬ,02/09/20 - 08/09/20,133.286,,10,2,111
111,112,ПеретанцуйМеня (Remix),"Артур Пирожков, DJ Nejtrino",02/09/20 - 08/09/20,133.714,,10,2,112
112,113,Минимум,"Фейджи, Ямаджи",02/09/20 - 08/09/20,134.429,,10,2,113
113,114,Районы-кварталы,Звери,02/09/20 - 08/09/20,134.429,,-3,2,111
114,115,Another One Bites The Dust (из фильма «Богемская рапсодия»),Queen,02/09/20 - 08/09/20,134.571,,-2,2,113
115,116,Brother Louie,"Vize, Imanbek, Dieter Bohlen, Leony",02/09/20 - 08/09/20,135.0,,-13,2,103
116,117,"Мама, как быть?",Люся Чеботина,02/09/20 - 08/09/20,135.286,,7,2,117
117,118,Relax,Junona Boys,02/09/20 - 08/09/20,135.929,,-13,2,105
118,119,Tacos,Little Big,02/09/20 - 08/09/20,136.571,,-1,2,118
