,rank,title,artist,date
142,43,Забываю обещания,Andro,31/08/2020
143,44,Комета,JONY,31/08/2020
144,45,Utopia,Miyagi & Andy Panda,31/08/2020
145,46,Французский поцелуй,Misha Marvin & Hanna,31/08/2020
146,47,Тепло,Max Korzh,31/08/2020
147,48,Покинула чат,Klava Koka,31/08/2020
148,49,F..k that,Bastard!,31/08/2020
149,50,Бумажный дом,Mot,31/08/2020
150,51,Ананасовый сироп,Natan & Ганвест,31/08/2020
151,52,Yamakasi,Miyagi & Andy Panda,31/08/2020
152,53,Положение,DIOR & Samo & ID,31/08/2020
153,54,Любимка,NILETTO,31/08/2020
154,55,Август,Intelligency,31/08/2020
155,56,Не пускайте танцевать (feat. Aslai),"Timran, Zell & Batrai",31/08/2020
156,57,Dynamite,BTS,31/08/2020
157,58,Двигаться,Raim,31/08/2020
158,59,Прятки,HammAli & Navai,31/08/2020
159,60,Минимум,Ямаджи & Фейджи,31/08/2020
160,61,ЯТЛ,Zivert,31/08/2020
161,62,BALENCIAGA,FILV,31/08/2020
162,63,Девочка с картинки,Egor Kreed,31/08/2020
163,64,Kosandra,Miyagi & Andy Panda,31/08/2020
164,65,Грустный дэнс (feat. Артём Качер),Artik & Asti,31/08/2020
165,66,Beverly Hills,Zivert,31/08/2020
166,67,Положение,Scriptonite,31/08/2020
167,68,Atlant,Miyagi & Andy Panda,31/08/2020
168,69,Midnight Sky,Miley Cyrus,31/08/2020
169,70,Tantra,Miyagi & Andy Panda,31/08/2020
170,71,Moskva lyubit...,Scriptonite,31/08/2020
171,72,Credo,Zivert,31/08/2020
172,73,I Got Love (feat. Рем Дигга),Miyagi & Эндшпиль,31/08/2020
173,74,Все мимо,Artik & Asti,31/08/2020
174,75,Life,Zivert,31/08/2020
175,76,Kings & Queens,Ava Max,31/08/2020
176,77,Таблетка,Джаро & Ханза & kavabanga Depo kolibri,31/08/2020
177,78,Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,31/08/2020
178,79,Mood (feat. iann dior),24kGoldn,31/08/2020
179,80,911,Allj,31/08/2020
180,81,Mira me bebè,Джаро & Ханза & Olga Buzova,31/08/2020
181,82,Камин (feat. JONY),EMIN,31/08/2020
182,83,Пряталась в ванной,Mari Kraymbreri,31/08/2020
183,84,Brooklyn (feat. TumaniYO),Miyagi & Andy Panda,31/08/2020
184,85,МАЛЬЧИК,ФОГЕЛЬ,31/08/2020
185,86,Луна не знает пути,Тайпан & Agunda,31/08/2020
186,87,Забил,ATL,31/08/2020
187,88,Дежавю,kizaru,31/08/2020
188,89,Dance Monkey,Tones And I,31/08/2020
189,90,Мадам,JONY & Andro,31/08/2020
190,91,Зелёные волны,Zivert,31/08/2020
191,92,Времена,Max Korzh,31/08/2020
192,93,Сердце Лёд,Cream Soda,31/08/2020
193,94,Watermelon Sugar,Harry Styles,31/08/2020
194,95,Останься (feat. BMB SpaceKid),FEDUK,31/08/2020
195,96,Roses (Imanbek Remix),SAINt JHN,31/08/2020
196,97,Мало нам,Miyagi & Andy Panda,31/08/2020
197,98,Любовь,T-Fest,31/08/2020
198,99,#ПеретанцуйМеня,Arthur Pirozhkov,31/08/2020
199,100,На тебя смотрю,VesKaspiyskiy & Jah Khalib,31/08/2020
200,1,БЕГИ (feat. Poët),DJ Smash,01/09/2020
201,2,неболей,Basta & Zivert,01/09/2020
202,3,Ты пари,JONY,01/09/2020
203,4,Сияй,Ramil',01/09/2020
204,5,Юность,Dabro,01/09/2020
205,6,Lollipop,Gafur & JONY,01/09/2020
206,7,Мир сошёл с ума,JONY,01/09/2020
207,8,Поболело и прошло,HENSY,01/09/2020
208,9,Minor,Miyagi & Andy Panda,01/09/2020
209,10,Cadillac,MORGENSHTERN & Allj,01/09/2020
210,11,X.O,The Limba & Andro,01/09/2020
211,12,WAP (feat. Megan Thee Stallion),Cardi B,01/09/2020
212,13,Твой поцелуй,Асия & NЮ,01/09/2020
213,14,Краш,Klava Koka & NILETTO,01/09/2020
214,15,Fendi,Rakhim,01/09/2020
215,16,Вали,Канги,01/09/2020
216,17,А если это любовь?,HammAli & Navai,01/09/2020
217,18,А уже фсё,Mitchel,01/09/2020
218,19,На своём вайбе (feat. Гуф),Jah Khalib,01/09/2020
219,20,Меня не будет (feat. SALUKI),ANIKV,01/09/2020
220,21,Ты беспощадна,JONY,01/09/2020
221,22,"Я, ТЫ и МОРЕ",GAYAZOV$ BROTHER$,01/09/2020
222,23,А за окном дожди,JONY,01/09/2020
223,24,Там ревели горы,Miyagi & Andy Panda,01/09/2020
224,25,Ураган (feat. V $ X V PRiNCE),Guf & Murovei,01/09/2020
225,26,Нежность,Mary Gu,01/09/2020
226,27,Не смогу,VERBEE & KARA KROSS,01/09/2020
227,28,Blinding Lights,The Weeknd,01/09/2020
228,29,Lovefool,twocolors,01/09/2020
229,30,Fly 2 (feat. NILETTO),Zivert,01/09/2020
230,31,ICE (feat. MORGENSHTERN),MORGENSHTERN,01/09/2020
231,32,Было или нет?,ANIKV & SALUKI,01/09/2020
232,33,Плачу на техно,Cream Soda & Khleb,01/09/2020
233,34,В последний раз,Тима Белорусских,01/09/2020
234,35,Девочка танцуй,Artik & Asti,01/09/2020
235,36,Минимум,Ямаджи & Фейджи,01/09/2020
236,37,ВЕЧЕРиНОЧКА,MONATIK & Вера Брежнева,01/09/2020
237,38,Океан,Mari Kraymbreri,01/09/2020
238,39,Utopia,Miyagi & Andy Panda,01/09/2020
239,40,Ice Cream,BLACKPINK & Selena Gomez,01/09/2020
240,41,Комета,JONY,01/09/2020
241,42,Небесные розы,JONY,01/09/2020
242,43,Boom Boom,LOBODA & PHARAOH,01/09/2020
243,44,Французский поцелуй,Misha Marvin & Hanna,01/09/2020
244,45,Не пускайте танцевать (feat. Aslai),"Timran, Zell & Batrai",01/09/2020
245,46,Забываю обещания,Andro,01/09/2020
246,47,Тепло,Max Korzh,01/09/2020
247,48,Yamakasi,Miyagi & Andy Panda,01/09/2020
248,49,Lonely,Max Barskih & Джаро,01/09/2020
249,50,Положение,DIOR & Samo & ID,01/09/2020
250,51,Ей нравится,Lesha Svik,01/09/2020
251,52,Ананасовый сироп,Natan & Ганвест,01/09/2020
252,53,F..k that,Bastard!,01/09/2020
253,54,Покинула чат,Klava Koka,01/09/2020
254,55,Девочка с картинки,Egor Kreed,01/09/2020
255,56,Бумажный дом,Mot,01/09/2020
256,57,Август,Intelligency,01/09/2020
257,58,Прятки,HammAli & Navai,01/09/2020
258,59,Любимка,NILETTO,01/09/2020
259,60,Moskva lyubit...,Scriptonite,01/09/2020
260,61,Kosandra,Miyagi & Andy Panda,01/09/2020
261,62,Положение,Scriptonite,01/09/2020
262,63,BALENCIAGA,FILV,01/09/2020
263,64,Двигаться,Raim,01/09/2020
264,65,Atlant,Miyagi & Andy Panda,01/09/2020
265,66,ЯТЛ,Zivert,01/09/2020
266,67,Tantra,Miyagi & Andy Panda,01/09/2020
267,68,I Got Love (feat. Рем Дигга),Miyagi & Эндшпиль,01/09/2020
268,69,Грустный дэнс (feat. Артём Качер),Artik & Asti,01/09/2020
269,70,Midnight Sky,Miley Cyrus,01/09/2020
270,71,Beverly Hills,Zivert,01/09/2020
271,72,Таблетка,Джаро & Ханза & kavabanga Depo kolibri,01/09/2020
272,73,911,Allj,01/09/2020
273,74,Все мимо,Artik & Asti,01/09/2020
274,75,Credo,Zivert,01/09/2020
275,76,Brooklyn (feat. TumaniYO),Miyagi & Andy Panda,01/09/2020
276,77,Камин (feat. JONY),EMIN,01/09/2020
277,78,Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,01/09/2020
278,79,На тебя смотрю,VesKaspiyskiy & Jah Khalib,01/09/2020
279,80,Life,Zivert,01/09/2020
280,81,Дежавю,kizaru,01/09/2020
281,82,Забил,ATL,01/09/2020
282,83,Kings & Queens,Ava Max,01/09/2020
283,84,Пряталась в ванной,Mari Kraymbreri,01/09/2020
284,85,Mood (feat. iann dior),24kGoldn,01/09/2020
285,86,МАЛЬЧИК,ФОГЕЛЬ,01/09/2020
286,87,Луна не знает пути,Тайпан & Agunda,01/09/2020
287,88,Mira me bebè,Джаро & Ханза & Olga Buzova,01/09/2020
288,89,Мало нам,Miyagi & Andy Panda,01/09/2020
289,90,Dance Monkey,Tones And I,01/09/2020
290,91,Времена,Max Korzh,01/09/2020
291,92,Мадам,JONY & Andro,01/09/2020
292,93,Roses (Imanbek Remix),SAINt JHN,01/09/2020
293,94,Зелёные волны,Zivert,01/09/2020
294,95,Сердце Лёд,Cream Soda,01/09/2020
295,96,Останься (feat. BMB SpaceKid),FEDUK,01/09/2020
296,97,По щекам слёзы,КУЧЕР & JANAGA,01/09/2020
297,98,Втюрилась,dora,01/09/2020
298,99,How You Like That,BLACKPINK,01/09/2020
299,100,Любовь,T-Fest,01/09/2020
300,1,БЕГИ (feat. Poët),DJ Smash,03/09/2020
301,2,3-е сентября,Mikhail Shufutinskiy,03/09/2020
302,3,неболей,Basta & Zivert,03/09/2020
303,4,Ты пари,JONY,03/09/2020
304,5,Сияй,Ramil',03/09/2020
305,6,Юность,Dabro,03/09/2020
306,7,Lollipop,Gafur & JONY,03/09/2020
307,8,Твой поцелуй,Асия & NЮ,03/09/2020
308,9,Мир сошёл с ума,JONY,03/09/2020
309,10,WAP (feat. Megan Thee Stallion),Cardi B,03/09/2020
310,11,Minor,Miyagi & Andy Panda,03/09/2020
311,12,Cadillac,MORGENSHTERN & Allj,03/09/2020
312,13,Поболело и прошло,HENSY,03/09/2020
313,14,X.O,The Limba & Andro,03/09/2020
314,15,Краш,Klava Koka & NILETTO,03/09/2020
315,16,А если это любовь?,HammAli & Navai,03/09/2020
316,17,Fendi,Rakhim,03/09/2020
317,18,Вали,Канги,03/09/2020
318,19,На своём вайбе (feat. Гуф),Jah Khalib,03/09/2020
319,20,А за окном дожди,JONY,03/09/2020
320,21,А уже фсё,Mitchel,03/09/2020
321,22,Меня не будет (feat. SALUKI),ANIKV,03/09/2020
322,23,Ты беспощадна,JONY,03/09/2020
323,24,"Я, ТЫ и МОРЕ",GAYAZOV$ BROTHER$,03/09/2020
324,25,Там ревели горы,Miyagi & Andy Panda,03/09/2020
325,26,Ураган (feat. V $ X V PRiNCE),Guf & Murovei,03/09/2020
326,27,Нежность,Mary Gu,03/09/2020
327,28,Blinding Lights,The Weeknd,03/09/2020
328,29,Не смогу,VERBEE & KARA KROSS,03/09/2020
329,30,Fly 2 (feat. NILETTO),Zivert,03/09/2020
330,31,Lovefool,twocolors,03/09/2020
331,32,Океан,Mari Kraymbreri,03/09/2020
332,33,Плачу на техно,Cream Soda & Khleb,03/09/2020
333,34,ICE (feat. MORGENSHTERN),MORGENSHTERN,03/09/2020
334,35,В последний раз,Тима Белорусских,03/09/2020
335,36,Было или нет?,ANIKV & SALUKI,03/09/2020
336,37,Минимум,Ямаджи & Фейджи,03/09/2020
337,38,Девочка танцуй,Artik & Asti,03/09/2020
338,39,Комета,JONY,03/09/2020
339,40,ВЕЧЕРиНОЧКА,MONATIK & Вера Брежнева,03/09/2020
340,41,Французский поцелуй,Misha Marvin & Hanna,03/09/2020
341,42,Utopia,Miyagi & Andy Panda,03/09/2020
342,43,Ей нравится,Lesha Svik,03/09/2020
343,44,Не пускайте танцевать (feat. Aslai),"Timran, Zell & Batrai",03/09/2020
344,45,Boom Boom,LOBODA & PHARAOH,03/09/2020
345,46,Lonely,Max Barskih & Джаро,03/09/2020
346,47,Ice Cream,BLACKPINK & Selena Gomez,03/09/2020
347,48,Забываю обещания,Andro,03/09/2020
348,49,F..k That,Bastard!,03/09/2020
349,50,Небесные розы,JONY,03/09/2020
350,51,Yamakasi,Miyagi & Andy Panda,03/09/2020
351,52,Тепло,Max Korzh,03/09/2020
352,53,Покинула чат,Klava Koka,03/09/2020
353,54,Бумажный дом,Mot,03/09/2020
354,55,Ананасовый сироп,Natan & Ганвест,03/09/2020
355,56,Прятки,HammAli & Navai,03/09/2020
356,57,Положение,DIOR & Samo & ID,03/09/2020
357,58,Если тебе будет грустно,Rauf & Faik & NILETTO,03/09/2020
358,59,Положение,Scriptonite,03/09/2020
359,60,Август,Intelligency,03/09/2020
360,61,Девочка с картинки,Egor Kreed,03/09/2020
361,62,Moskva lyubit...,Scriptonite,03/09/2020
362,63,Любимка,NILETTO,03/09/2020
363,64,Kosandra,Miyagi & Andy Panda,03/09/2020
364,65,Двигаться,Raim,03/09/2020
365,66,На тебя смотрю,VesKaspiyskiy & Jah Khalib,03/09/2020
366,67,ЯТЛ,Zivert,03/09/2020
367,68,BALENCIAGA,FILV,03/09/2020
368,69,Грустный дэнс (feat. Артём Качер),Artik & Asti,03/09/2020
369,70,Atlant,Miyagi & Andy Panda,03/09/2020
370,71,I Got Love (feat. Рем Дигга),Miyagi & Эндшпиль,03/09/2020
371,72,Tantra,Miyagi & Andy Panda,03/09/2020
372,73,Втюрилась,dora,03/09/2020
373,74,Все мимо,Artik & Asti,03/09/2020
374,75,Beverly Hills,Zivert,03/09/2020
375,76,Credo,Zivert,03/09/2020
376,77,Midnight Sky,Miley Cyrus,03/09/2020
377,78,Life,Zivert,03/09/2020
378,79,Дежавю,kizaru,03/09/2020
379,80,Камин (feat. JONY),EMIN,03/09/2020
380,81,Brooklyn (feat. TumaniYO),Miyagi & Andy Panda,03/09/2020
381,82,Таблетка,Джаро & Ханза & kavabanga Depo kolibri,03/09/2020
382,83,Coco L'Eau,Egor Kreed & The Limba,03/09/2020
383,84,911,Allj,03/09/2020
384,85,Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,03/09/2020
385,86,Пряталась в ванной,Mari Kraymbreri,03/09/2020
386,87,Kings & Queens,Ava Max,03/09/2020
387,88,МАЛЬЧИК,ФОГЕЛЬ,03/09/2020
388,89,Забил,ATL,03/09/2020
389,90,Луна не знает пути,Тайпан & Agunda,03/09/2020
390,91,По щекам слёзы,КУЧЕР & JANAGA,03/09/2020
391,92,Mira me bebè,Джаро & Ханза & Olga Buzova,03/09/2020
392,93,Lollipop,Allj & MORGENSHTERN,03/09/2020
393,94,Mood (feat. iann dior),24kGoldn,03/09/2020
394,95,Мало нам,Miyagi & Andy Panda,03/09/2020
395,96,Мадам,JONY & Andro,03/09/2020
396,97,Спой (feat. Мот),Misha Marvin,03/09/2020
397,98,Dance Monkey,Tones And I,03/09/2020
398,99,Зелёные волны,Zivert,03/09/2020
399,100,Roses (Imanbek Remix),SAINt JHN,03/09/2020
400,1,БЕГИ (feat. Poët),DJ Smash,04/09/2020
401,2,Coco L'Eau,Egor Kreed & The Limba,04/09/2020
402,3,неболей,Basta & Zivert,04/09/2020
403,4,Lollipop,Allj & MORGENSHTERN,04/09/2020
404,5,Сияй,Ramil',04/09/2020
405,6,Ты пари,JONY,04/09/2020
406,7,Юность,Dabro,04/09/2020
407,8,Lollipop,Gafur & JONY,04/09/2020
408,9,Мир сошёл с ума,JONY,04/09/2020
409,10,ERRDAY,Big Baby Tape,04/09/2020
410,11,Cadillac,MORGENSHTERN & Allj,04/09/2020
411,12,Minor,Miyagi & Andy Panda,04/09/2020
412,13,WAP (feat. Megan Thee Stallion),Cardi B,04/09/2020
413,14,Твой поцелуй,Асия & NЮ,04/09/2020
414,15,X.O,The Limba & Andro,04/09/2020
415,16,Поболело и прошло,HENSY,04/09/2020
416,17,Краш,Klava Koka & NILETTO,04/09/2020
417,18,А если это любовь?,HammAli & Navai,04/09/2020
418,19,Fendi,Rakhim,04/09/2020
419,20,Лето на ветер,Guf & Kravz,04/09/2020
420,21,3-е сентября,Mikhail Shufutinskiy,04/09/2020
421,22,Вали,Канги,04/09/2020
422,23,На своём вайбе (feat. Гуф),Jah Khalib,04/09/2020
423,24,Если тебе будет грустно,Rauf & Faik & NILETTO,04/09/2020
424,25,А уже фсё,Mitchel,04/09/2020
425,26,"Я, ТЫ и МОРЕ",GAYAZOV$ BROTHER$,04/09/2020
426,27,Ты беспощадна,JONY,04/09/2020
427,28,А за окном дожди,JONY,04/09/2020
428,29,Меня не будет (feat. SALUKI),ANIKV,04/09/2020
429,30,Ураган (feat. V $ X V PRiNCE),Guf & Murovei,04/09/2020
430,31,Там ревели горы,Miyagi & Andy Panda,04/09/2020
431,32,Blinding Lights,The Weeknd,04/09/2020
432,33,Нежность,Mary Gu,04/09/2020
433,34,Fly 2 (feat. NILETTO),Zivert,04/09/2020
434,35,Не смогу,VERBEE & KARA KROSS,04/09/2020
435,36,Плачу на техно,Cream Soda & Khleb,04/09/2020
436,37,Lovefool,twocolors,04/09/2020
437,38,Девочка танцуй,Artik & Asti,04/09/2020
438,39,Океан,Mari Kraymbreri,04/09/2020
439,40,Минимум,Ямаджи & Фейджи,04/09/2020
440,41,ВЕЧЕРиНОЧКА,MONATIK & Вера Брежнева,04/09/2020
441,42,ICE (feat. MORGENSHTERN),MORGENSHTERN,04/09/2020
442,43,Комета,JONY,04/09/2020
443,44,В последний раз,Тима Белорусских,04/09/2020
444,45,Французский поцелуй,Misha Marvin & Hanna,04/09/2020
445,46,Utopia,Miyagi & Andy Panda,04/09/2020
446,47,Boom Boom,LOBODA & PHARAOH,04/09/2020
447,48,Не пускайте танцевать (feat. Aslai),"Timran, Zell & Batrai",04/09/2020
448,49,Ей нравится,Lesha Svik,04/09/2020
449,50,F..k That,Bastard!,04/09/2020
450,51,Было или нет?,ANIKV & SALUKI,04/09/2020
451,52,Дерзко (feat. Kali),Truwer,04/09/2020
452,53,Yamakasi,Miyagi & Andy Panda,04/09/2020
453,54,Ананасовый сироп,Natan & Ганвест,04/09/2020
454,55,Покинула чат,Klava Koka,04/09/2020
455,56,Тепло,Max Korzh,04/09/2020
456,57,Прятки,HammAli & Navai,04/09/2020
457,58,Забываю обещания,Andro,04/09/2020
458,59,Небесные розы,JONY,04/09/2020
459,60,Бумажный дом,Mot,04/09/2020
460,61,Фаталити (feat. KAREENA),Elena Temnikova,04/09/2020
461,62,Любимка,NILETTO,04/09/2020
462,63,Август,Intelligency,04/09/2020
463,64,Положение,DIOR & Samo & ID,04/09/2020
464,65,ЯТЛ,Zivert,04/09/2020
465,66,Все мимо,Artik & Asti,04/09/2020
466,67,Девочка с картинки,Egor Kreed,04/09/2020
467,68,Положение,Scriptonite,04/09/2020
468,69,Грустный дэнс (feat. Артём Качер),Artik & Asti,04/09/2020
469,70,Двигаться,Raim,04/09/2020
470,71,Moskva lyubit...,Scriptonite,04/09/2020
471,72,Atlant,Miyagi & Andy Panda,04/09/2020
472,73,Kosandra,Miyagi & Andy Panda,04/09/2020
473,74,"ТЫ КРУЧЕ, ЧЕМ...",GAYAZOV$ BROTHER$,04/09/2020
474,75,Lonely,Max Barskih & Джаро,04/09/2020
475,76,BALENCIAGA,FILV,04/09/2020
476,77,Beverly Hills,Zivert,04/09/2020
477,78,I Got Love (feat. Рем Дигга),Miyagi & Эндшпиль,04/09/2020
478,79,Втюрилась,dora,04/09/2020
479,80,Ice Cream,BLACKPINK & Selena Gomez,04/09/2020
480,81,Credo,Zivert,04/09/2020
481,82,Life,Zivert,04/09/2020
482,83,Brooklyn (feat. TumaniYO),Miyagi & Andy Panda,04/09/2020
483,84,Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,04/09/2020
484,85,Таблетка,Джаро & Ханза & kavabanga Depo kolibri,04/09/2020
485,86,Tantra,Miyagi & Andy Panda,04/09/2020
486,87,Камин (feat. JONY),EMIN,04/09/2020
487,88,Забил,ATL,04/09/2020
488,89,Дежавю,kizaru,04/09/2020
489,90,911,Allj,04/09/2020
490,91,Луна не знает пути,Тайпан & Agunda,04/09/2020
491,92,На тебя смотрю,VesKaspiyskiy & Jah Khalib,04/09/2020
492,93,Аферист,Haski,04/09/2020
493,94,Kings & Queens,Ava Max,04/09/2020
494,95,Roses (Imanbek Remix),SAINt JHN,04/09/2020
495,96,МАЛЬЧИК,ФОГЕЛЬ,04/09/2020
